Date;Region;Value
2016-05-31;Belgorod Oblast;45403
2016-05-31;Bryansk Oblast;35805
2016-05-31;Vladimir Oblast;41332
2016-05-31;Volgograd Oblast;40902
2016-05-31;Vologda Oblast;39992
2016-05-31;Voronezh Oblast;43804
2016-05-31;Jewish Autonomous Oblast;40652
2016-05-31;Zabaykalsky Krai;46611
2016-05-31;Ivanovo Oblast;40502
2016-05-31;Irkutsk Oblast;42675
2016-05-31;Kabardino-Balkarian Republic;36073
2016-05-31;Kaliningrad Oblast;47223
2016-05-31;Kaluga Oblast;53325
2016-05-31;Kamchatka Krai;59623
2016-05-31;Kemerovo Oblast;36004
2016-05-31;Kirov Oblast;41805
2016-05-31;Kostroma Oblast;39920
2016-05-31;Krasnodar Krai;53066
2016-05-31;Krasnoyarsk Krai;44490
2016-05-31;Kurgan Oblast;36953
2016-05-31;Kursk Oblast;36683
2016-05-31;Leningrad Oblast;65941
2016-05-31;Lipetsk Oblast;39954
2016-05-31;Magadan Oblast;54787
2016-05-31;Republic of Mordovia;44197
2016-05-31;Moscow;154098
2016-05-31;Moscow Oblast;78240
2016-05-31;Murmansk Oblast;42558
2016-05-31;Nenets Autonomous Okrug;83413
2016-05-31;Nizhny Novgorod Oblast;50996
2016-05-31;Novgorod Oblast;40757
2016-05-31;Novosibirsk Oblast;51715
2016-05-31;Omsk Oblast;42172
2016-05-31;Orenburg Oblast;37284
2016-05-31;Oryol Oblast;37766
2016-05-31;Penza Oblast;41041
2016-05-31;Perm Krai;43881
2016-05-31;Primorsky Krai;67957
2016-05-31;Pskov Oblast;38931
2016-05-31;Republic of Bashkortostan;46693
2016-05-31;Republic of Buryatia;45157
2016-05-31;Republic of Dagestan;36175
2016-05-31;Republic of Ingushetia;26699
2016-05-31;Republic of Kalmykia;35121
2016-05-31;Karachay-Cherkess Republic;39579
2016-05-31;Republic of Karelia;45459
2016-05-31;Komi Republic;54890
2016-05-31;Mari El Republic;41344
2016-05-31;Republic of Sakha (Yakutia);74838
2016-05-31;Republic of Tatarstan;49966
2016-05-31;Republic of Tuva;53103
2016-05-31;Republic of Khakassia;42906
2016-05-31;Rostov Oblast;48412
2016-05-31;Ryazan Oblast;43766
2016-05-31;Samara Oblast;47192
2016-05-31;City of Saint Petersburg;89164
2016-05-31;Saratov Oblast;38630
2016-05-31;Sakhalin Oblast;77947
2016-05-31;Sverdlovsk Oblast;52825
2016-05-31;Smolensk Oblast;40911
2016-05-31;Stavropol Krai;36859
2016-05-31;Tambov Oblast;39092
2016-05-31;Tver Oblast;46606
2016-05-31;Tomsk Oblast;48517
2016-05-31;Tula Oblast;45509
2016-05-31;Tyumen Oblast;53354
2016-05-31;Udmurt Republic;43617
2016-05-31;Ulyanovsk Oblast;37221
2016-05-31;Khabarovsk Krai;55401
2016-05-31;Khanty-Mansi Autonomous Okrug–Yugra;57939
2016-05-31;Chelyabinsk Oblast;37679
2016-05-31;Chechen Republic;34362
2016-05-31;Chuvash Republic — Chuvashia;43433
2016-05-31;Chukotka Autonomous Okrug;66115
2016-05-31;Yamalo-Nenets Autonomous Okrug;67862
2016-05-31;Yaroslavl Oblast;43942
2016-06-30;Russia;54805
2016-06-30;Republic of Adygea;36585
