Дата;Регион;Значение
2021-11-01;Ненецкий АО;71852
2021-11-01;Нижегородская область;88889
2021-11-01;Новгородская область;61647
2021-11-01;Новосибирская область;93750
2021-11-01;Омская область;71070
2021-11-01;Оренбургская область;49491
2021-11-01;Орловская область;64738
2021-11-01;Пензенская область;68351
2021-11-01;Пермский край;64129
2021-11-01;Приморский край;120345
2021-11-01;Псковская область;61765
2021-11-01;Республика Башкортостан;69896
2021-11-01;Республика Бурятия;87211
2021-11-01;Республика Дагестан;64444
2021-11-01;Республика Ингушетия;39886
2021-11-01;Республика Калмыкия;58212
2021-11-01;Республика Карачаево-Черкессия;67366
2021-11-01;Республика Карелия;76389
2021-11-01;Республика Коми;63847
2021-11-01;Республика Марий Эл;53167
2021-11-01;Республика Саха (Якутия);109524
2021-11-01;Республика Северная Осетия-Алания;55556
2021-11-01;Республика Татарстан;89665
2021-11-01;Республика Тыва;105526
2021-11-01;Республика Хакасия;72000
2021-11-01;Ростовская область;73697
2021-11-01;Рязанская область;64411
2021-11-01;Самарская область;66667
2021-11-01;Санкт-Петербург;177778
2021-11-01;Саратовская область;54762
2021-11-01;Сахалинская область;155980
2021-11-01;Свердловская область;81395
2021-11-01;Смоленская область;53226
2021-11-01;Ставропольский край;56250
2021-11-01;Тамбовская область;63380
2021-11-01;Тверская область;75089
2021-11-01;Томская область;83969
2021-11-01;Тульская область;79225
2021-11-01;Тюменская область;94774
2021-11-01;Удмуртская Республика;63529
2021-11-01;Ульяновская область;55425
2021-11-01;Хабаровский край;91111
2021-11-01;Ханты-Мансийский АО - Югра;93750
2021-11-01;Челябинская область;50669
2021-11-01;Чеченская Республика;60119
2021-11-01;Чувашская Республика;60902
2021-11-01;Чукотский АО;143130
2021-11-01;Ямало-Ненецкий АО;131884
2021-11-01;Ярославская область;64567
2021-12-01;Россия;103501
2021-12-01;Адыгея;89783
2021-12-01;Алтай;91539
2021-12-01;Алтайский край;69886
2021-12-01;Амурская область;110703
2021-12-01;Архангельская область;84127
2021-12-01;Астраханская область;56044
2021-12-01;Белгородская область;82685
2021-12-01;Брянская область;60345
2021-12-01;Владимирская область;61967
2021-12-01;Волгоградская область;57692
2021-12-01;Вологодская область;65126
2021-12-01;Воронежская область;74234
2021-12-01;Еврейская автономная область;58036
